-1.1242354,3.7326217,-2.1752243,0.41094244,0.84721577,0.33667758,0
-4.9124007,0.36675978,2.4408803,-0.8655318,0.47855496,-0.14778429,0
0.14765716,-3.9385905,3.5236671,-0.41094244,-0.84721577,-0.33667758,0
-4.8811617,-0.13195872,1.2601953,-0.8655318,0.47855496,-0.14778429,0
-3.6964936,-1.9322933,3.4842658,-0.41094244,-0.84721577,-0.33667758,0
0.29274249,-3.7474527,2.9454229,-0.41094244,-0.84721577,-0.33667758,0
3.3453679,1.2208736,-1.473351,0.41094244,0.84721577,0.33667758,0
3.2472708,-2.286325,0.48514527,0.8655318,-0.47855496,0.14778429,0
4.4123693,0.12573886,0.17568541,0.41094244,0.84721577,0.33667758,0
5.3582268,0.56533462,-2.4237037,0.8655318,-0.47855496,0.14778429,0
1.9952643,1.6453158,-4.4318857,0.2863239,0.23067425,-0.92995071,0
0.052407742,-3.6514959,4.56042,-0.2863239,-0.23067425,0.92995071,0
1.6403522,1.2160487,-4.6680398,0.2863239,0.23067425,-0.92995071,0
-2.1505599,1.2916021,5.063231,-0.2863239,-0.23067425,0.92995071,0
2.3301344,-3.8846083,1.3223631,0.8655318,-0.47855496,0.14778429,0
1.1859467,-1.0210267,5.493463,-0.2863239,-0.23067425,0.92995071,0
2.0602627,1.5995165,-4.3726773,0.2863239,0.23067425,-0.92995071,0
2.9157963,-0.95896363,5.0599718,0.41094244,0.84721577,0.33667758,0
0.86996043,-1.0230134,-4.4243698,-0.41094244,-0.84721577,-0.33667758,0
-0.29251027,2.3490548,-4.7826409,0.2863239,0.23067425,-0.92995071,0
2.703588,-2.3428094,3.0515237,0.8655318,-0.47855496,0.14778429,0
-4.2116952,1.586841,4.4977703,-0.2863239,-0.23067425,0.92995071,0
-2.1035788,-1.3276625,0.029773235,-0.41094244,-0.84721577,-0.33667758,0
-1.241274,-0.12197554,5.0118098,-0.2863239,-0.23067425,0.92995071,0
-1.8257053,1.3446534,4.6647515,0.41094244,0.84721577,0.33667758,0
0.12852061,-2.4381704,-0.088194162,-0.41094244,-0.84721577,-0.33667758,0
-2.8814323,-1.4377067,1.3711126,-0.41094244,-0.84721577,-0.33667758,0
-2.111639,-2.4018307,4.0812554,-0.2863239,-0.23067425,0.92995071,0
-4.4099393,0.74411863,1.4357934,-0.8655318,0.47855496,-0.14778429,0
-0.0902493,1.4037013,-5.0882845,0.2863239,0.23067425,-0.92995071,0
5.2645044,-0.18969542,-3.726562,0.8655318,-0.47855496,0.14778429,0
-2.0300732,3.1153235,-5.1610107,-0.8655318,0.47855496,-0.14778429,0
0.20465827,1.0637527,-5.0793428,0.2863239,0.23067425,-0.92995071,0
0.43908644,-0.13266134,5.5373063,-0.2863239,-0.23067425,0.92995071,0
2.2643833,-1.710814,-4.1869402,-0.41094244,-0.84721577,-0.33667758,0
-1.0493808,-2.6188676,1.8894374,-0.41094244,-0.84721577,-0.33667758,0
4.327652,-0.8669737,-0.5346868,0.8655318,-0.47855496,0.14778429,0
2.2244935,-0.65085244,-4.9592662,0.2863239,0.23067425,-0.92995071,0
-0.88746536,-2.0776346,4.480577,-0.2863239,-0.23067425,0.92995071,0
0.99358666,0.55378187,3.3496249,0.41094244,0.84721577,0.33667758,0
0.20847571,-2.2659712,-0.69005597,-0.41094244,-0.84721577,-0.33667758,0
0.42607641,-1.4581674,5.049974,-0.2863239,-0.23067425,0.92995071,0
2.4190998,-3.3525865,2.3637979,0.8655318,-0.47855496,0.14778429,0
1.9409943,-3.7026963,3.5732646,0.8655318,-0.47855496,0.14778429,0
0.84995222,-4.3744745,4.5435805,-0.2863239,-0.23067425,0.92995071,0
-2.3748798,2.746516,-4.1846523,-0.8655318,0.47855496,-0.14778429,0
-4.4032502,0.3554678,0.48464823,-0.8655318,0.47855496,-0.14778429,0
-1.6437685,0.3602128,-5.1007514,-0.41094244,-0.84721577,-0.33667758,0
0.097555399,-1.4725071,5.0131068,-0.2863239,-0.23067425,0.92995071,0
1.1752503,2.2033606,-1.1250609,0.41094244,0.84721577,0.33667758,0
2.4217949,-0.75839055,-4.8020415,0.2863239,0.23067425,-0.92995071,0
3.6644046,0.31983185,0.45983207,0.41094244,0.84721577,0.33667758,0
2.0391834,-0.64005971,5.0120039,0.41094244,0.84721577,0.33667758,0
1.2381094,1.3323467,1.1244049,0.41094244,0.84721577,0.33667758,0
4.3829589,-1.3956444,-3.2291965,0.8655318,-0.47855496,0.14778429,0
0.20527619,2.2553625,0.24178943,0.41094244,0.84721577,0.33667758,0
0.84121275,-3.0007477,0.81165868,-0.41094244,-0.84721577,-0.33667758,0
0.56194854,-1.4577522,5.2727842,-0.2863239,-0.23067425,0.92995071,0
3.4799099,0.1443038,-4.1871738,0.2863239,0.23067425,-0.92995071,0
2.3979664,0.79400343,-4.4940095,0.2863239,0.23067425,-0.92995071,0
0.85041308,-3.1772876,1.0906911,-0.41094244,-0.84721577,-0.33667758,0
1.6483281,0.90746945,-4.609067,0.2863239,0.23067425,-0.92995071,0
0.90160316,1.7579081,-4.5843801,0.2863239,0.23067425,-0.92995071,0
-4.2420559,1.0575457,0.53828931,-0.8655318,0.47855496,-0.14778429,0
-1.8190787,-2.4588747,2.2802622,-0.41094244,-0.84721577,-0.33667758,0
2.9739439,-0.1007483,2.6184785,0.41094244,0.84721577,0.33667758,0
0.11462772,-2.5281625,0.25455683,-0.41094244,-0.84721577,-0.33667758,0
-2.9068294,1.5181354,-4.9041471,-0.8655318,0.47855496,-0.14778429,0
-1.2674651,3.2372077,-4.9301062,0.2863239,0.23067425,-0.92995071,0
5.3008876,0.50023252,-3.5198793,0.2863239,0.23067425,-0.92995071,0
3.3309441,-0.98438406,4.4857407,0.41094244,0.84721577,0.33667758,0
-4.4307852,1.5136484,3.5617032,-0.8655318,0.47855496,-0.14778429,0
-1.3115683,3.3316064,-1.0286264,0.41094244,0.84721577,0.33667758,0
-3.3246715,-2.1628251,3.5448065,-0.41094244,-0.84721577,-0.33667758,0
3.2421741,-2.1505175,-4.2279596,-0.41094244,-0.84721577,-0.33667758,0
-1.6497345,3.263978,-0.45219108,0.41094244,0.84721577,0.33667758,0
2.8230031,2.3512063,-3.6711478,0.41094244,0.84721577,0.33667758,0
-2.8686376,1.4569657,-5.1098776,-0.8655318,0.47855496,-0.14778429,0
2.4956954,-2.3696878,-2.7532809,-0.41094244,-0.84721577,-0.33667758,0
-4.4810762,0.16326451,0.17645049,-0.8655318,0.47855496,-0.14778429,0
0.538342,-3.6322067,4.6708145,-0.2863239,-0.23067425,0.92995071,0
3.3095682,1.3789852,-1.7137284,0.41094244,0.84721577,0.33667758,0
-2.7092094,1.4885125,4.8312917,-0.2863239,-0.23067425,0.92995071,0
-5.2281523,-0.028361857,3.4631076,-0.8655318,0.47855496,-0.14778429,0
2.7752252,-1.9783746,4.9289589,0.8655318,-0.47855496,0.14778429,0
3.2413149,-1.7413325,2.3097048,0.8655318,-0.47855496,0.14778429,0
4.613934,-0.90309572,-3.2071967,0.8655318,-0.47855496,0.14778429,0
-1.4250076,0.4490087,-5.4018798,-0.41094244,-0.84721577,-0.33667758,0
-5.0076246,-0.16347992,1.8502626,-0.8655318,0.47855496,-0.14778429,0
1.7889993,1.0627403,1.0617564,0.41094244,0.84721577,0.33667758,0
-4.8749132,-1.2422552,3.4677939,-0.2863239,-0.23067425,0.92995071,0
-1.0469136,-1.443866,4.6724548,-0.2863239,-0.23067425,0.92995071,0
-0.72960806,1.8559654,-5.1991925,0.2863239,0.23067425,-0.92995071,0
-2.1602998,3.4021428,-3.8229384,-0.8655318,0.47855496,-0.14778429,0
1.8935987,2.446589,-2.2525241,0.41094244,0.84721577,0.33667758,0
-0.94851327,1.4104497,3.6174214,0.41094244,0.84721577,0.33667758,0
2.2751052,-1.0585542,-4.8873744,0.2863239,0.23067425,-0.92995071,0
-2.8823175,-2.3755455,3.9335504,-0.2863239,-0.23067425,0.92995071,0
2.8510132,-1.4778529,5.5319967,0.8655318,-0.47855496,0.14778429,0
-3.4768672,1.5074892,-2.2757595,-0.8655318,0.47855496,-0.14778429,0
